,,bac,csi,f05,f1s,f2s,fnr,fom,fpr,inf,mcc,mk,npv,ppv,tnr,tpr,thr
LIPNet,DP04196,0.434,0.1,0.13,0.181,0.301,0.462,0.176,0.671,-0.133,-0.094,-0.067,0.824,0.109,0.329,0.538,0.5
LIPNet,DP04197,0.1,0.151,0.374,0.261,0.201,0.826,0.995,0.975,-0.801,-0.614,-0.471,0.005,0.524,0.025,0.174,0.5
LIPNet,DP04198,0.821,0.084,0.103,0.155,0.314,0.0,0.0,0.359,0.641,0.233,0.084,1.0,0.084,0.641,1.0,0.5
LIPNet,DP04199,0.534,0.534,0.851,0.696,0.589,0.466,1.0,,,0.0,0.0,0.0,1.0,,0.534,0.5
LIPNet,DP04200,0.72,0.72,0.928,0.837,0.763,0.28,1.0,,,0.0,0.0,0.0,1.0,,0.72,0.5
LIPNet,DP04201,0.478,0.315,0.473,0.479,0.486,0.51,0.514,0.535,-0.045,-0.045,-0.045,0.486,0.469,0.465,0.49,0.5
LIPNet,DP04202,0.5,0.152,0.183,0.264,0.473,0.0,1.0,1.0,0.0,0.0,-0.848,0.0,0.152,0.0,1.0,0.5
LIPNet,DP04203,0.5,0.105,0.128,0.19,0.37,0.0,1.0,1.0,0.0,0.0,-0.895,0.0,0.105,0.0,1.0,0.5
LIPNet,DP04208,0.55,0.195,0.241,0.326,0.506,0.2,0.13,0.699,0.101,0.087,0.075,0.87,0.205,0.301,0.8,0.5
LIPNet,DP04210,0.797,0.181,0.222,0.307,0.498,0.148,0.014,0.258,0.594,0.321,0.173,0.986,0.187,0.742,0.852,0.5
LIPNet,DP04211,0.665,0.423,0.524,0.595,0.687,0.234,0.182,0.436,0.33,0.317,0.304,0.818,0.486,0.564,0.766,0.5
LIPNet,DP04214,0.5,0.25,0.294,0.4,0.625,0.0,1.0,1.0,0.0,0.0,-0.75,0.0,0.25,0.0,1.0,0.5
LIPNet,DP04215,0.439,0.185,0.233,0.312,0.469,0.293,0.333,0.828,-0.121,-0.127,-0.133,0.667,0.2,0.172,0.707,0.5
LIPNet,DP04216,0.654,0.535,0.608,0.697,0.817,0.077,0.145,0.616,0.307,0.357,0.415,0.855,0.56,0.384,0.923,0.5
LIPNet,DP04217,0.547,0.547,0.858,0.707,0.601,0.453,1.0,,,0.0,0.0,0.0,1.0,,0.547,0.5
LIPNet,DP04218,0.137,0.007,0.022,0.013,0.01,0.992,0.929,0.735,-0.727,-0.805,-0.891,0.071,0.038,0.265,0.008,0.5
LIPNet,DP04219,0.786,0.386,0.444,0.558,0.749,0.029,0.012,0.4,0.571,0.465,0.379,0.988,0.391,0.6,0.971,0.5
LIPNet,DP04220,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04221,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04225,0.608,0.608,0.886,0.756,0.66,0.392,1.0,,,0.0,0.0,0.0,1.0,,0.608,0.5
LIPNet,DP04226,0.544,0.109,0.133,0.197,0.38,0.0,0.0,0.911,0.089,0.098,0.109,1.0,0.109,0.089,1.0,0.5
LIPNet,DP04227,0.722,0.373,0.426,0.543,0.748,0.0,0.0,0.556,0.444,0.407,0.373,1.0,0.373,0.444,1.0,0.5
LIPNet,DP04228,0.688,0.207,0.246,0.343,0.566,0.0,0.0,0.624,0.376,0.279,0.207,1.0,0.207,0.376,1.0,0.5
LIPNet,DP04229,0.555,0.177,0.236,0.302,0.419,0.436,0.143,0.455,0.109,0.083,0.063,0.857,0.206,0.545,0.564,0.5
LIPNet,DP04230,0.84,0.465,0.521,0.635,0.813,0.0,0.0,0.319,0.681,0.563,0.465,1.0,0.465,0.681,1.0,0.5
LIPNet,DP04231,0.064,0.016,0.022,0.031,0.052,0.9,0.857,0.973,-0.873,-0.856,-0.839,0.143,0.018,0.027,0.1,0.5
LIPNet,DP04232,0.323,0.333,0.44,0.5,0.578,0.355,1.0,1.0,-0.355,-0.458,-0.592,0.0,0.408,0.0,0.645,0.5
LIPNet,DP04233,0.589,0.141,0.17,0.247,0.451,0.0,0.0,0.823,0.177,0.158,0.141,1.0,0.141,0.177,1.0,0.5
LIPNet,DP04234,0.25,0.132,0.177,0.233,0.343,0.5,1.0,1.0,-0.5,-0.651,-0.848,0.0,0.152,0.0,0.5,0.5
LIPNet,DP04235,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04236,0.231,0.0,0.0,0.0,0.0,1.0,0.102,0.538,-0.538,-0.234,-0.102,0.898,0.0,0.462,0.0,0.5
LIPNet,DP04237,0.5,0.203,0.241,0.337,0.56,0.0,1.0,1.0,0.0,0.0,-0.797,0.0,0.203,0.0,1.0,0.5
LIPNet,DP04239,0.865,0.309,0.364,0.473,0.673,0.062,0.008,0.208,0.73,0.474,0.308,0.992,0.316,0.792,0.938,0.5
LIPNet,DP04240,0.262,0.262,0.64,0.415,0.307,0.738,1.0,,,0.0,0.0,0.0,1.0,,0.262,0.5
LIPNet,DP04241,0.43,0.43,0.79,0.601,0.485,0.57,1.0,,,0.0,0.0,0.0,1.0,,0.43,0.5
LIPNet,DP04242,0.169,0.12,0.189,0.214,0.247,0.725,0.892,0.937,-0.662,-0.689,-0.717,0.108,0.175,0.063,0.275,0.5
LIPNet,DP04243,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04244,0.78,0.78,0.947,0.876,0.816,0.22,1.0,,,0.0,0.0,0.0,1.0,,0.78,0.5
LIPNet,DP04246,0.795,0.795,0.951,0.886,0.829,0.205,1.0,,,0.0,0.0,0.0,1.0,,0.795,0.5
LIPNet,DP04247,0.5,0.214,0.254,0.353,0.577,0.0,1.0,1.0,0.0,0.0,-0.786,0.0,0.214,0.0,1.0,0.5
LIPNet,DP04248,0.5,0.172,0.206,0.294,0.509,0.0,1.0,1.0,0.0,0.0,-0.828,0.0,0.172,0.0,1.0,0.5
LIPNet,DP04249,0.729,0.486,0.542,0.654,0.825,0.0,0.0,0.541,0.459,0.472,0.486,1.0,0.486,0.459,1.0,0.5
LIPNet,DP04250,0.681,0.116,0.142,0.208,0.391,0.059,0.011,0.579,0.362,0.196,0.106,0.989,0.117,0.421,0.941,0.5
LIPNet,DP04251,0.403,0.04,0.076,0.077,0.078,0.922,0.268,0.273,-0.195,-0.193,-0.192,0.732,0.076,0.727,0.078,0.5
LIPNet,DP04252,0.532,0.139,0.187,0.245,0.353,0.5,0.129,0.435,0.065,0.046,0.033,0.871,0.162,0.565,0.5,0.5
LIPNet,DP04253,0.324,0.067,0.164,0.127,0.103,0.908,0.669,0.443,-0.351,-0.404,-0.465,0.331,0.204,0.557,0.092,0.5
LIPNet,DP04255,0.266,0.031,0.052,0.06,0.071,0.919,0.411,0.55,-0.469,-0.412,-0.363,0.589,0.048,0.45,0.081,0.5
LIPNet,DP04256,0.615,0.268,0.36,0.423,0.511,0.406,0.16,0.364,0.23,0.196,0.168,0.84,0.328,0.636,0.594,0.5
LIPNet,DP04257,0.372,0.098,0.153,0.179,0.217,0.747,0.33,0.508,-0.255,-0.221,-0.191,0.67,0.139,0.492,0.253,0.5
LIPNet,DP04258,0.177,0.09,0.156,0.166,0.177,0.815,0.791,0.83,-0.645,-0.643,-0.641,0.209,0.15,0.17,0.185,0.5
LIPNet,DP04259,0.436,0.147,0.212,0.256,0.324,0.606,0.283,0.522,-0.128,-0.109,-0.093,0.717,0.19,0.478,0.394,0.5
LIPNet,DP04260,0.083,0.083,0.312,0.153,0.102,0.917,1.0,,,0.0,0.0,0.0,1.0,,0.083,0.5
LIPNet,DP04261,0.511,0.497,0.553,0.664,0.832,0.0,0.0,0.977,0.023,0.106,0.497,1.0,0.497,0.023,1.0,0.5
LIPNet,DP04262,0.453,0.132,0.161,0.233,0.419,0.107,0.6,0.988,-0.095,-0.21,-0.466,0.4,0.134,0.012,0.893,0.5
LIPNet,DP04263,0.144,0.239,0.484,0.385,0.32,0.713,1.0,1.0,-0.713,-0.544,-0.415,0.0,0.585,0.0,0.287,0.5
LIPNet,DP04264,0.393,0.393,0.764,0.564,0.447,0.607,1.0,,,0.0,0.0,0.0,1.0,,0.393,0.5
LIPNet,DP04267,0.609,0.252,0.308,0.403,0.582,0.171,0.104,0.61,0.219,0.188,0.162,0.896,0.266,0.39,0.829,0.5
LIPNet,DP04268,0.279,0.293,0.434,0.454,0.476,0.508,0.913,0.933,-0.441,-0.466,-0.492,0.087,0.421,0.067,0.492,0.5
LIPNet,DP04270,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04271,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04273,0.485,0.485,0.825,0.653,0.541,0.515,1.0,,,0.0,0.0,0.0,1.0,,0.485,0.5
LIPNet,DP04274,0.391,0.184,0.26,0.311,0.387,0.537,0.431,0.681,-0.218,-0.207,-0.197,0.569,0.234,0.319,0.463,0.5
LIPNet,DP04275,0.315,0.022,0.029,0.043,0.081,0.8,0.115,0.57,-0.37,-0.184,-0.091,0.885,0.024,0.43,0.2,0.5
LIPNet,DP04276,0.639,0.233,0.329,0.377,0.442,0.5,0.11,0.222,0.278,0.232,0.193,0.89,0.303,0.778,0.5,0.5
LIPNet,DP04277,0.483,0.074,0.103,0.137,0.201,0.706,0.103,0.328,-0.034,-0.021,-0.014,0.897,0.089,0.672,0.294,0.5
LIPNet,DP04278,0.298,0.313,0.425,0.477,0.542,0.404,1.0,1.0,-0.404,-0.494,-0.603,0.0,0.397,0.0,0.596,0.5
LIPNet,DP04279,0.559,0.559,0.864,0.717,0.613,0.441,1.0,,,0.0,0.0,0.0,1.0,,0.559,0.5
LIPNet,DP04280,0.374,0.374,0.749,0.544,0.428,0.626,1.0,,,0.0,0.0,0.0,1.0,,0.374,0.5
LIPNet,DP04281,0.5,0.279,0.326,0.436,0.659,0.0,1.0,1.0,0.0,0.0,-0.721,0.0,0.279,0.0,1.0,0.5
LIPNet,DP04283,0.701,0.112,0.138,0.202,0.374,0.133,0.017,0.465,0.402,0.197,0.097,0.983,0.114,0.535,0.867,0.5
LIPNet,DP04284,0.464,0.08,0.109,0.148,0.23,0.636,0.121,0.435,-0.071,-0.045,-0.028,0.879,0.093,0.565,0.364,0.5
LIPNet,DP04285,0.404,0.404,0.772,0.575,0.459,0.596,1.0,,,0.0,0.0,0.0,1.0,,0.404,0.5
LIPNet,DP04286,0.181,0.181,0.525,0.307,0.216,0.819,1.0,,,0.0,0.0,0.0,1.0,,0.181,0.5
LIPNet,DP04287,0.765,0.314,0.364,0.478,0.696,0.0,0.0,0.471,0.529,0.408,0.314,1.0,0.314,0.529,1.0,0.5
LIPNet,DP04288,0.74,0.106,0.129,0.192,0.372,0.0,0.0,0.52,0.48,0.226,0.106,1.0,0.106,0.48,1.0,0.5
LIPNet,DP04290,0.092,0.123,0.245,0.219,0.197,0.815,1.0,1.0,-0.815,-0.773,-0.733,0.0,0.267,0.0,0.185,0.5
LIPNet,DP04294,0.115,0.115,0.394,0.206,0.14,0.885,1.0,,,0.0,0.0,0.0,1.0,,0.115,0.5
LIPNet,DP04295,0.663,0.444,0.614,0.615,0.616,0.384,0.289,0.291,0.325,0.325,0.325,0.711,0.614,0.709,0.616,0.5
LIPNet,DP04296,0.517,0.232,0.34,0.376,0.421,0.543,0.29,0.422,0.035,0.032,0.03,0.71,0.32,0.578,0.457,0.5
LIPNet,DP04297,0.114,0.19,0.421,0.32,0.258,0.772,1.0,1.0,-0.772,-0.599,-0.465,0.0,0.535,0.0,0.228,0.5
LIPNet,DP04298,0.499,0.259,0.422,0.411,0.401,0.606,0.431,0.396,-0.002,-0.002,-0.002,0.569,0.429,0.604,0.394,0.5
LIPNet,DP04299,0.61,0.126,0.16,0.224,0.373,0.325,0.059,0.454,0.221,0.129,0.075,0.941,0.134,0.546,0.675,0.5
LIPNet,DP04300,0.697,0.535,0.626,0.697,0.785,0.143,0.169,0.463,0.394,0.406,0.418,0.831,0.587,0.537,0.857,0.5
LIPNet,DP04301,0.415,0.68,0.798,0.81,0.821,0.171,1.0,1.0,-0.171,-0.189,-0.209,0.0,0.791,0.0,0.829,0.5
LIPNet,DP04302,0.517,0.088,0.108,0.162,0.325,0.0,0.0,0.966,0.034,0.055,0.088,1.0,0.088,0.034,1.0,0.5
LIPNet,DP04306,0.427,0.086,0.141,0.157,0.178,0.805,0.245,0.341,-0.146,-0.128,-0.113,0.755,0.132,0.659,0.195,0.5
LIPNet,DP04308,0.833,0.833,0.961,0.909,0.862,0.167,1.0,,,0.0,0.0,0.0,1.0,,0.833,0.5
LIPNet,DP04309,0.483,0.578,0.647,0.732,0.844,0.061,0.778,0.973,-0.034,-0.078,-0.178,0.222,0.6,0.027,0.939,0.5
LIPNet,DP04324,0.014,0.014,0.066,0.028,0.017,0.986,1.0,,,0.0,0.0,0.0,1.0,,0.014,0.5
LIPNet,DP04328,0.6,0.454,0.662,0.625,0.591,0.429,0.495,0.37,0.201,0.198,0.195,0.505,0.69,0.63,0.571,0.5
LIPNet,DP04337,0.576,0.267,0.366,0.421,0.495,0.44,0.216,0.407,0.153,0.136,0.121,0.784,0.337,0.593,0.56,0.5
LIPNet,DP04340,0.19,0.033,0.089,0.064,0.05,0.956,0.854,0.663,-0.619,-0.674,-0.735,0.146,0.119,0.337,0.044,0.5
LIPNet,DP04341,0.226,0.226,0.593,0.369,0.267,0.774,1.0,,,0.0,0.0,0.0,1.0,,0.226,0.5
LIPNet,DP04343,0.283,0.283,0.664,0.441,0.33,0.717,1.0,,,0.0,0.0,0.0,1.0,,0.283,0.5
LIPNet,DP04344,0.735,0.25,0.294,0.4,0.625,0.0,0.0,0.529,0.471,0.343,0.25,1.0,0.25,0.471,1.0,0.5
LIPNet,DP04347,0.203,0.203,0.56,0.337,0.241,0.797,1.0,,,0.0,0.0,0.0,1.0,,0.203,0.5
LIPNet,DP04348,0.133,0.133,0.434,0.235,0.161,0.867,1.0,,,0.0,0.0,0.0,1.0,,0.133,0.5
LIPNet,DP04349,0.443,0.443,0.799,0.614,0.499,0.557,1.0,,,0.0,0.0,0.0,1.0,,0.443,0.5
LIPNet,DP04352,0.059,0.005,0.011,0.01,0.009,0.991,0.916,0.89,-0.881,-0.892,-0.904,0.084,0.012,0.11,0.009,0.5
LIPNet,DP04368,0.705,0.198,0.236,0.331,0.552,0.0,0.0,0.591,0.409,0.285,0.198,1.0,0.198,0.409,1.0,0.5
LIPNet,DP04369,0.378,0.0,0.0,0.0,0.0,1.0,0.025,0.245,-0.245,-0.079,-0.025,0.975,0.0,0.755,0.0,0.5
LIPNet,DP04370,0.5,0.161,0.193,0.277,0.49,0.0,1.0,1.0,0.0,0.0,-0.839,0.0,0.161,0.0,1.0,0.5
LIPNet,DP04371,0.2,0.045,0.059,0.087,0.164,0.6,1.0,1.0,-0.6,-0.755,-0.951,0.0,0.049,0.0,0.4,0.5
LIPNet,DP04372,0.697,0.2,0.243,0.333,0.53,0.125,0.033,0.481,0.394,0.261,0.173,0.967,0.206,0.519,0.875,0.5
LIPNet,DP04373,0.84,0.122,0.148,0.217,0.41,0.0,0.0,0.32,0.68,0.288,0.122,1.0,0.122,0.68,1.0,0.5
LIPNet,DP04375,0.624,0.141,0.18,0.248,0.398,0.333,0.06,0.418,0.249,0.151,0.092,0.94,0.152,0.582,0.667,0.5
LIPNet,DP04376,0.816,0.326,0.381,0.491,0.692,0.048,0.012,0.32,0.632,0.45,0.319,0.988,0.331,0.68,0.952,0.5
LIPNet,DP04377,0.739,0.136,0.166,0.239,0.424,0.121,0.015,0.4,0.479,0.243,0.123,0.985,0.138,0.6,0.879,0.5
LIPNet,DP04378,0.332,0.112,0.171,0.201,0.243,0.717,0.432,0.619,-0.336,-0.305,-0.276,0.568,0.156,0.381,0.283,0.5
LIPNet,DP04379,0.477,0.335,0.459,0.502,0.554,0.405,0.482,0.64,-0.045,-0.047,-0.048,0.518,0.434,0.36,0.595,0.5
LIPNet,DP04380,0.752,0.124,0.15,0.22,0.412,0.02,0.003,0.475,0.505,0.248,0.121,0.997,0.124,0.525,0.98,0.5
LIPNet,DP04381,0.472,0.433,0.5,0.604,0.765,0.071,0.8,0.985,-0.056,-0.14,-0.352,0.2,0.448,0.015,0.929,0.5
LIPNet,DP04383,0.699,0.053,0.065,0.101,0.219,0.0,0.0,0.601,0.399,0.145,0.053,1.0,0.053,0.399,1.0,0.5
LIPNet,DP04384,0.89,0.202,0.24,0.336,0.559,0.0,0.0,0.22,0.78,0.397,0.202,1.0,0.202,0.78,1.0,0.5
LIPNet,DP04385,0.561,0.079,0.1,0.146,0.267,0.4,0.053,0.478,0.122,0.061,0.03,0.947,0.083,0.522,0.6,0.5
LIPNet,DP04386,0.687,0.046,0.057,0.088,0.194,0.0,0.0,0.627,0.373,0.132,0.046,1.0,0.046,0.373,1.0,0.5
LIPNet,DP04387,0.766,0.053,0.066,0.102,0.215,0.154,0.005,0.315,0.531,0.162,0.049,0.995,0.054,0.685,0.846,0.5
LIPNet,DP04388,0.215,0.215,0.578,0.354,0.255,0.785,1.0,,,0.0,0.0,0.0,1.0,,0.215,0.5
LIPNet,DP04390,0.483,0.094,0.123,0.171,0.28,0.514,0.118,0.52,-0.034,-0.021,-0.014,0.882,0.104,0.48,0.486,0.5
LIPNet,DP04391,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
LIPNet,DP04392,0.675,0.204,0.245,0.339,0.549,0.064,0.025,0.585,0.351,0.253,0.182,0.975,0.207,0.415,0.936,0.5
LIPNet,DP04393,0.832,0.341,0.393,0.509,0.721,0.0,0.0,0.335,0.665,0.476,0.341,1.0,0.341,0.665,1.0,0.5
LIPNet,DP04394,0.685,0.176,0.211,0.299,0.516,0.0,0.0,0.631,0.369,0.255,0.176,1.0,0.176,0.369,1.0,0.5
LIPNet,DP04395,0.5,0.394,0.448,0.565,0.765,0.0,1.0,1.0,0.0,0.0,-0.606,0.0,0.394,0.0,1.0,0.5
LIPNet,DP04396,0.702,0.085,0.105,0.157,0.309,0.118,0.011,0.477,0.405,0.174,0.075,0.989,0.086,0.523,0.882,0.5
LIPNet,DP04397,0.392,0.008,0.01,0.016,0.036,0.7,0.019,0.517,-0.217,-0.05,-0.011,0.981,0.008,0.483,0.3,0.5
LIPNet,DP04398,0.68,0.487,0.58,0.655,0.752,0.166,0.173,0.474,0.36,0.363,0.366,0.827,0.539,0.526,0.834,0.5
LIPNet,DP04399,0.415,0.188,0.256,0.316,0.413,0.48,0.375,0.689,-0.169,-0.158,-0.148,0.625,0.227,0.311,0.52,0.5
LIPNet,DP04401,0.461,0.461,0.81,0.631,0.517,0.539,1.0,,,0.0,0.0,0.0,1.0,,0.461,0.5
LIPNet,DP04416,0.5,0.33,0.381,0.496,0.711,0.0,1.0,1.0,0.0,0.0,-0.67,0.0,0.33,0.0,1.0,0.5
AlphaFold-rsa,DP02732,0.579,0.418,0.473,0.59,0.782,0.0,0.0,0.842,0.158,0.257,0.418,1.0,0.418,0.158,1.0,0.5
AlphaFold-rsa,DP03745,0.857,0.714,0.926,0.833,0.757,0.286,0.104,0.0,0.714,0.8,0.896,0.896,1.0,1.0,0.714,0.5
AlphaFold-rsa,DP03748,0.958,0.917,0.982,0.957,0.932,0.083,0.006,0.0,0.917,0.955,0.994,0.994,1.0,1.0,0.917,0.5
AlphaFold-rsa,DP03749,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
AlphaFold-rsa,DP03758,0.972,0.961,0.969,0.98,0.992,0.0,0.0,0.056,0.944,0.952,0.961,1.0,0.961,0.944,1.0,0.5
AlphaFold-rsa,DP03759,0.904,0.798,0.938,0.887,0.842,0.186,0.056,0.007,0.807,0.862,0.919,0.944,0.975,0.993,0.814,0.5
AlphaFold-rsa,DP03802,0.956,0.912,0.981,0.954,0.928,0.088,0.049,0.0,0.912,0.932,0.951,0.951,1.0,1.0,0.912,0.5
AlphaFold-rsa,DP03803,0.945,0.372,0.425,0.542,0.748,0.0,0.0,0.11,0.89,0.575,0.372,1.0,0.372,0.89,1.0,0.5
AlphaFold-rsa,DP03804,0.843,0.924,0.938,0.96,0.984,0.0,0.0,0.314,0.686,0.796,0.924,1.0,0.924,0.686,1.0,0.5
AlphaFold-rsa,DP03806,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03810,0.955,0.6,0.675,0.75,0.845,0.077,0.002,0.013,0.91,0.757,0.63,0.998,0.632,0.987,0.923,0.5
AlphaFold-rsa,DP03812,0.498,0.0,0.0,0.0,0.0,1.0,0.041,0.003,-0.003,-0.012,-0.041,0.959,0.0,0.997,0.0,0.5
AlphaFold-rsa,DP03813,0.996,0.8,0.833,0.889,0.952,0.0,0.0,0.008,0.992,0.891,0.8,1.0,0.8,0.992,1.0,0.5
AlphaFold-rsa,DP03814,0.988,0.762,0.8,0.865,0.941,0.0,0.0,0.023,0.977,0.863,0.762,1.0,0.762,0.977,1.0,0.5
AlphaFold-rsa,DP03815,0.99,0.759,0.797,0.863,0.94,0.0,0.0,0.02,0.98,0.862,0.759,1.0,0.759,0.98,1.0,0.5
AlphaFold-rsa,DP03818,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03819,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03824,0.948,0.874,0.948,0.933,0.918,0.091,0.029,0.013,0.896,0.913,0.929,0.971,0.958,0.987,0.909,0.5
AlphaFold-rsa,DP03826,0.958,0.897,0.96,0.946,0.932,0.077,0.019,0.007,0.916,0.933,0.951,0.981,0.97,0.993,0.923,0.5
AlphaFold-rsa,DP03888,0.895,0.452,0.508,0.623,0.805,0.0,0.0,0.21,0.79,0.597,0.452,1.0,0.452,0.79,1.0,0.5
AlphaFold-rsa,DP03897,0.977,0.75,0.789,0.857,0.938,0.0,0.0,0.046,0.954,0.846,0.75,1.0,0.75,0.954,1.0,0.5
AlphaFold-rsa,DP03898,0.677,0.188,0.278,0.316,0.366,0.591,0.029,0.056,0.353,0.284,0.228,0.971,0.257,0.944,0.409,0.5
AlphaFold-rsa,DP03909,0.6,0.2,0.556,0.333,0.238,0.8,0.044,0.0,0.2,0.437,0.956,0.956,1.0,1.0,0.2,0.5
AlphaFold-rsa,DP03912,0.955,0.909,0.98,0.952,0.926,0.091,0.005,0.0,0.909,0.951,0.995,0.995,1.0,1.0,0.909,0.5
AlphaFold-rsa,DP03913,0.919,0.368,0.421,0.538,0.744,0.0,0.0,0.162,0.838,0.556,0.368,1.0,0.368,0.838,1.0,0.5
AlphaFold-rsa,DP03914,0.5,0.814,0.845,0.897,0.956,0.0,1.0,1.0,0.0,0.0,-0.186,0.0,0.814,0.0,1.0,0.5
AlphaFold-rsa,DP03915,0.979,0.458,0.514,0.628,0.809,0.0,0.0,0.041,0.959,0.663,0.458,1.0,0.458,0.959,1.0,0.5
AlphaFold-rsa,DP03916,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03920,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03921,0.976,0.952,0.99,0.975,0.961,0.048,0.008,0.0,0.952,0.972,0.992,0.992,1.0,1.0,0.952,0.5
AlphaFold-rsa,DP03923,0.056,0.056,0.229,0.106,0.069,0.944,1.0,,,0.0,0.0,0.0,1.0,,0.056,0.5
AlphaFold-rsa,DP03927,0.607,0.213,0.575,0.351,0.253,0.787,0.527,0.0,0.213,0.317,0.473,0.473,1.0,1.0,0.213,0.5
AlphaFold-rsa,DP03929,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03930,0.72,0.72,0.928,0.837,0.763,0.28,1.0,,,0.0,0.0,0.0,1.0,,0.72,0.5
AlphaFold-rsa,DP03931,0.5,0.844,0.871,0.915,0.964,0.0,1.0,1.0,0.0,0.0,-0.156,0.0,0.844,0.0,1.0,0.5
AlphaFold-rsa,DP03933,0.951,0.923,0.954,0.96,0.966,0.03,0.041,0.068,0.902,0.906,0.909,0.959,0.95,0.932,0.97,0.5
AlphaFold-rsa,DP03934,0.959,0.937,0.967,0.967,0.968,0.031,0.045,0.051,0.918,0.919,0.921,0.955,0.966,0.949,0.969,0.5
AlphaFold-rsa,DP03935,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03937,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03938,0.684,0.684,0.915,0.812,0.73,0.316,1.0,,,0.0,0.0,0.0,1.0,,0.684,0.5
AlphaFold-rsa,DP03939,0.848,0.45,0.542,0.62,0.725,0.183,0.03,0.121,0.696,0.572,0.47,0.97,0.5,0.879,0.817,0.5
AlphaFold-rsa,DP03940,0.871,0.554,0.668,0.713,0.765,0.196,0.028,0.062,0.742,0.674,0.613,0.972,0.641,0.938,0.804,0.5
AlphaFold-rsa,DP03941,0.6,0.745,0.785,0.854,0.936,0.0,0.0,0.8,0.2,0.386,0.745,1.0,0.745,0.2,1.0,0.5
AlphaFold-rsa,DP03942,0.992,0.667,0.715,0.8,0.909,0.0,0.0,0.017,0.983,0.81,0.667,1.0,0.667,0.983,1.0,0.5
AlphaFold-rsa,DP03943,0.895,0.571,0.69,0.727,0.769,0.2,0.005,0.01,0.79,0.723,0.662,0.995,0.667,0.99,0.8,0.5
AlphaFold-rsa,DP03947,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.5
AlphaFold-rsa,DP03948,0.925,0.708,0.774,0.829,0.892,0.061,0.018,0.088,0.851,0.785,0.724,0.982,0.742,0.912,0.939,0.5
AlphaFold-rsa,DP03950,0.822,0.299,0.348,0.46,0.681,0.0,0.0,0.356,0.644,0.439,0.299,1.0,0.299,0.644,1.0,0.5
AlphaFold-rsa,DP03951,0.899,0.609,0.661,0.757,0.886,0.0,0.0,0.203,0.797,0.697,0.609,1.0,0.609,0.797,1.0,0.5
AlphaFold-rsa,DP03972,0.652,0.125,0.18,0.222,0.289,0.639,0.02,0.056,0.305,0.207,0.14,0.98,0.16,0.944,0.361,0.5
AlphaFold-rsa,DP03973,0.951,0.212,0.252,0.35,0.574,0.0,0.0,0.098,0.902,0.437,0.212,1.0,0.212,0.902,1.0,0.5
AlphaFold-rsa,DP03974,0.972,0.773,0.81,0.872,0.945,0.0,0.0,0.056,0.944,0.854,0.773,1.0,0.773,0.944,1.0,0.5
AlphaFold-rsa,DP03978,0.436,0.0,0.0,0.0,0.0,1.0,0.022,0.128,-0.128,-0.053,-0.022,0.978,0.0,0.872,0.0,0.5
AlphaFold-rsa,DP03979,0.935,0.935,0.986,0.966,0.947,0.065,1.0,,,0.0,0.0,0.0,1.0,,0.935,0.5
AlphaFold-rsa,DP03980,0.952,0.952,0.99,0.975,0.961,0.048,1.0,,,0.0,0.0,0.0,1.0,,0.952,0.5
