,,bac,csi,f05,f1s,f2s,fnr,fom,fpr,inf,mcc,mk,npv,ppv,tnr,tpr,thr
LIPNet,DP04196,0.5,0.133,0.161,0.235,0.434,0.0,1.0,1.0,0.0,0.0,-0.867,0.0,0.133,0.0,1.0,0.014
LIPNet,DP04197,0.487,0.838,0.878,0.912,0.948,0.026,1.0,1.0,-0.026,-0.061,-0.143,0.0,0.857,0.0,0.974,0.014
LIPNet,DP04198,0.5,0.032,0.04,0.062,0.142,0.0,0.0,0.999,0.001,0.005,0.032,1.0,0.032,0.001,1.0,0.014
LIPNet,DP04199,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04200,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04201,0.5,0.491,0.547,0.659,0.828,0.0,1.0,1.0,0.0,0.0,-0.509,0.0,0.491,0.0,1.0,0.014
LIPNet,DP04202,0.5,0.152,0.183,0.264,0.473,0.0,1.0,1.0,0.0,0.0,-0.848,0.0,0.152,0.0,1.0,0.014
LIPNet,DP04203,0.5,0.105,0.128,0.19,0.37,0.0,1.0,1.0,0.0,0.0,-0.895,0.0,0.105,0.0,1.0,0.014
LIPNet,DP04208,0.5,0.184,0.22,0.311,0.53,0.0,1.0,1.0,0.0,0.0,-0.816,0.0,0.184,0.0,1.0,0.014
LIPNet,DP04210,0.5,0.065,0.08,0.122,0.258,0.0,1.0,1.0,0.0,0.0,-0.935,0.0,0.065,0.0,1.0,0.014
LIPNet,DP04211,0.5,0.349,0.401,0.517,0.728,0.0,1.0,1.0,0.0,0.0,-0.651,0.0,0.349,0.0,1.0,0.014
LIPNet,DP04214,0.5,0.25,0.294,0.4,0.625,0.0,1.0,1.0,0.0,0.0,-0.75,0.0,0.25,0.0,1.0,0.014
LIPNet,DP04215,0.5,0.227,0.269,0.37,0.595,0.0,1.0,1.0,0.0,0.0,-0.773,0.0,0.227,0.0,1.0,0.014
LIPNet,DP04216,0.5,0.459,0.515,0.629,0.809,0.0,1.0,1.0,0.0,0.0,-0.541,0.0,0.459,0.0,1.0,0.014
LIPNet,DP04217,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04218,0.5,0.778,0.814,0.875,0.946,0.0,1.0,1.0,0.0,0.0,-0.222,0.0,0.778,0.0,1.0,0.014
LIPNet,DP04219,0.5,0.209,0.248,0.346,0.569,0.0,1.0,1.0,0.0,0.0,-0.791,0.0,0.209,0.0,1.0,0.014
LIPNet,DP04220,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04221,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04225,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04226,0.5,0.1,0.122,0.182,0.357,0.0,1.0,1.0,0.0,0.0,-0.9,0.0,0.1,0.0,1.0,0.014
LIPNet,DP04227,0.5,0.248,0.292,0.397,0.622,0.0,1.0,1.0,0.0,0.0,-0.752,0.0,0.248,0.0,1.0,0.014
LIPNet,DP04228,0.5,0.14,0.169,0.246,0.449,0.0,1.0,1.0,0.0,0.0,-0.86,0.0,0.14,0.0,1.0,0.014
LIPNet,DP04229,0.5,0.173,0.207,0.295,0.511,0.0,1.0,1.0,0.0,0.0,-0.827,0.0,0.173,0.0,1.0,0.014
LIPNet,DP04230,0.5,0.217,0.257,0.357,0.581,0.0,1.0,1.0,0.0,0.0,-0.783,0.0,0.217,0.0,1.0,0.014
LIPNet,DP04231,0.5,0.154,0.185,0.267,0.476,0.0,1.0,1.0,0.0,0.0,-0.846,0.0,0.154,0.0,1.0,0.014
LIPNet,DP04232,0.5,0.517,0.572,0.682,0.843,0.0,1.0,1.0,0.0,0.0,-0.483,0.0,0.517,0.0,1.0,0.014
LIPNet,DP04233,0.5,0.119,0.144,0.213,0.403,0.0,1.0,1.0,0.0,0.0,-0.881,0.0,0.119,0.0,1.0,0.014
LIPNet,DP04234,0.5,0.264,0.31,0.418,0.642,0.0,1.0,1.0,0.0,0.0,-0.736,0.0,0.264,0.0,1.0,0.014
LIPNet,DP04235,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04236,0.5,0.05,0.062,0.095,0.208,0.0,1.0,1.0,0.0,0.0,-0.95,0.0,0.05,0.0,1.0,0.014
LIPNet,DP04237,0.5,0.203,0.241,0.337,0.56,0.0,1.0,1.0,0.0,0.0,-0.797,0.0,0.203,0.0,1.0,0.014
LIPNet,DP04239,0.5,0.093,0.114,0.17,0.339,0.0,1.0,1.0,0.0,0.0,-0.907,0.0,0.093,0.0,1.0,0.014
LIPNet,DP04240,0.977,0.977,0.995,0.988,0.982,0.023,1.0,,,0.0,0.0,0.0,1.0,,0.977,0.014
LIPNet,DP04241,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04242,0.5,0.419,0.474,0.591,0.783,0.0,1.0,1.0,0.0,0.0,-0.581,0.0,0.419,0.0,1.0,0.014
LIPNet,DP04243,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04244,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04246,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04247,0.5,0.214,0.254,0.353,0.577,0.0,1.0,1.0,0.0,0.0,-0.786,0.0,0.214,0.0,1.0,0.014
LIPNet,DP04248,0.5,0.172,0.206,0.294,0.509,0.0,1.0,1.0,0.0,0.0,-0.828,0.0,0.172,0.0,1.0,0.014
LIPNet,DP04249,0.5,0.338,0.39,0.505,0.719,0.0,1.0,1.0,0.0,0.0,-0.662,0.0,0.338,0.0,1.0,0.014
LIPNet,DP04250,0.5,0.075,0.092,0.14,0.288,0.0,1.0,1.0,0.0,0.0,-0.925,0.0,0.075,0.0,1.0,0.014
LIPNet,DP04251,0.5,0.224,0.265,0.366,0.591,0.0,1.0,1.0,0.0,0.0,-0.776,0.0,0.224,0.0,1.0,0.014
LIPNet,DP04252,0.5,0.144,0.174,0.252,0.457,0.0,1.0,1.0,0.0,0.0,-0.856,0.0,0.144,0.0,1.0,0.014
LIPNet,DP04253,0.5,0.553,0.607,0.712,0.861,0.0,1.0,1.0,0.0,0.0,-0.447,0.0,0.553,0.0,1.0,0.014
LIPNet,DP04255,0.5,0.255,0.3,0.406,0.631,0.0,1.0,1.0,0.0,0.0,-0.745,0.0,0.255,0.0,1.0,0.014
LIPNet,DP04256,0.5,0.23,0.272,0.374,0.599,0.0,1.0,1.0,0.0,0.0,-0.77,0.0,0.23,0.0,1.0,0.014
LIPNet,DP04257,0.5,0.245,0.289,0.394,0.619,0.0,1.0,1.0,0.0,0.0,-0.755,0.0,0.245,0.0,1.0,0.014
LIPNet,DP04258,0.5,0.441,0.497,0.612,0.798,0.0,1.0,1.0,0.0,0.0,-0.559,0.0,0.441,0.0,1.0,0.014
LIPNet,DP04259,0.5,0.237,0.28,0.383,0.608,0.0,1.0,1.0,0.0,0.0,-0.763,0.0,0.237,0.0,1.0,0.014
LIPNet,DP04260,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04261,0.5,0.491,0.547,0.659,0.828,0.0,1.0,1.0,0.0,0.0,-0.509,0.0,0.491,0.0,1.0,0.014
LIPNet,DP04262,0.5,0.146,0.176,0.255,0.461,0.0,1.0,1.0,0.0,0.0,-0.854,0.0,0.146,0.0,1.0,0.014
LIPNet,DP04263,0.5,0.831,0.86,0.908,0.961,0.0,1.0,1.0,0.0,0.0,-0.169,0.0,0.831,0.0,1.0,0.014
LIPNet,DP04264,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04267,0.5,0.21,0.249,0.347,0.571,0.0,1.0,1.0,0.0,0.0,-0.79,0.0,0.21,0.0,1.0,0.014
LIPNet,DP04268,0.5,0.579,0.632,0.733,0.873,0.0,1.0,1.0,0.0,0.0,-0.421,0.0,0.579,0.0,1.0,0.014
LIPNet,DP04270,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04271,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04273,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04274,0.5,0.31,0.36,0.473,0.692,0.0,1.0,1.0,0.0,0.0,-0.69,0.0,0.31,0.0,1.0,0.014
LIPNet,DP04275,0.5,0.066,0.081,0.124,0.261,0.0,1.0,1.0,0.0,0.0,-0.934,0.0,0.066,0.0,1.0,0.014
LIPNet,DP04276,0.5,0.162,0.195,0.279,0.492,0.0,1.0,1.0,0.0,0.0,-0.838,0.0,0.162,0.0,1.0,0.014
LIPNet,DP04277,0.5,0.098,0.12,0.179,0.352,0.0,1.0,1.0,0.0,0.0,-0.902,0.0,0.098,0.0,1.0,0.014
LIPNet,DP04278,0.5,0.525,0.58,0.689,0.847,0.0,1.0,1.0,0.0,0.0,-0.475,0.0,0.525,0.0,1.0,0.014
LIPNet,DP04279,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04280,0.976,0.976,0.995,0.988,0.981,0.024,1.0,,,0.0,0.0,0.0,1.0,,0.976,0.014
LIPNet,DP04281,0.5,0.279,0.326,0.436,0.659,0.0,1.0,1.0,0.0,0.0,-0.721,0.0,0.279,0.0,1.0,0.014
LIPNet,DP04283,0.5,0.065,0.08,0.122,0.258,0.0,1.0,1.0,0.0,0.0,-0.935,0.0,0.065,0.0,1.0,0.014
LIPNet,DP04284,0.5,0.109,0.133,0.197,0.38,0.0,1.0,1.0,0.0,0.0,-0.891,0.0,0.109,0.0,1.0,0.014
LIPNet,DP04285,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04286,0.968,0.968,0.993,0.984,0.974,0.032,1.0,,,0.0,0.0,0.0,1.0,,0.968,0.014
LIPNet,DP04287,0.5,0.177,0.212,0.301,0.518,0.0,1.0,1.0,0.0,0.0,-0.823,0.0,0.177,0.0,1.0,0.014
LIPNet,DP04288,0.5,0.058,0.071,0.11,0.235,0.0,1.0,1.0,0.0,0.0,-0.942,0.0,0.058,0.0,1.0,0.014
LIPNet,DP04290,0.5,0.664,0.712,0.798,0.908,0.0,1.0,1.0,0.0,0.0,-0.336,0.0,0.664,0.0,1.0,0.014
LIPNet,DP04294,0.996,0.996,0.999,0.998,0.997,0.004,1.0,,,0.0,0.0,0.0,1.0,,0.996,0.014
LIPNet,DP04295,0.5,0.429,0.484,0.6,0.79,0.0,1.0,1.0,0.0,0.0,-0.571,0.0,0.429,0.0,1.0,0.014
LIPNet,DP04296,0.5,0.303,0.352,0.465,0.685,0.0,1.0,1.0,0.0,0.0,-0.697,0.0,0.303,0.0,1.0,0.014
LIPNet,DP04297,0.5,0.835,0.863,0.91,0.962,0.0,1.0,1.0,0.0,0.0,-0.165,0.0,0.835,0.0,1.0,0.014
LIPNet,DP04298,0.5,0.43,0.485,0.601,0.79,0.0,1.0,1.0,0.0,0.0,-0.57,0.0,0.43,0.0,1.0,0.014
LIPNet,DP04299,0.5,0.095,0.116,0.174,0.344,0.0,1.0,1.0,0.0,0.0,-0.905,0.0,0.095,0.0,1.0,0.014
LIPNet,DP04300,0.5,0.434,0.489,0.605,0.793,0.0,1.0,1.0,0.0,0.0,-0.566,0.0,0.434,0.0,1.0,0.014
LIPNet,DP04301,0.5,0.82,0.851,0.901,0.958,0.0,1.0,1.0,0.0,0.0,-0.18,0.0,0.82,0.0,1.0,0.014
LIPNet,DP04302,0.5,0.085,0.104,0.157,0.317,0.0,1.0,1.0,0.0,0.0,-0.915,0.0,0.085,0.0,1.0,0.014
LIPNet,DP04306,0.5,0.21,0.249,0.347,0.571,0.0,1.0,1.0,0.0,0.0,-0.79,0.0,0.21,0.0,1.0,0.014
LIPNet,DP04308,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04309,0.5,0.608,0.66,0.756,0.886,0.0,1.0,1.0,0.0,0.0,-0.392,0.0,0.608,0.0,1.0,0.014
LIPNet,DP04324,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04328,0.5,0.59,0.643,0.742,0.878,0.0,1.0,1.0,0.0,0.0,-0.41,0.0,0.59,0.0,1.0,0.014
LIPNet,DP04337,0.5,0.27,0.316,0.425,0.649,0.0,1.0,1.0,0.0,0.0,-0.73,0.0,0.27,0.0,1.0,0.014
LIPNet,DP04340,0.5,0.673,0.72,0.805,0.911,0.0,1.0,1.0,0.0,0.0,-0.327,0.0,0.673,0.0,1.0,0.014
LIPNet,DP04341,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04343,0.993,0.993,0.999,0.996,0.994,0.007,1.0,,,0.0,0.0,0.0,1.0,,0.993,0.014
LIPNet,DP04344,0.5,0.15,0.181,0.261,0.469,0.0,1.0,1.0,0.0,0.0,-0.85,0.0,0.15,0.0,1.0,0.014
LIPNet,DP04347,0.994,0.994,0.999,0.997,0.995,0.006,1.0,,,0.0,0.0,0.0,1.0,,0.994,0.014
LIPNet,DP04348,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04349,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04352,0.432,0.473,0.556,0.642,0.759,0.136,1.0,1.0,-0.136,-0.258,-0.489,0.0,0.511,0.0,0.864,0.014
LIPNet,DP04368,0.5,0.128,0.155,0.227,0.423,0.0,1.0,1.0,0.0,0.0,-0.872,0.0,0.128,0.0,1.0,0.014
LIPNet,DP04369,0.5,0.019,0.024,0.037,0.088,0.0,1.0,1.0,0.0,0.0,-0.981,0.0,0.019,0.0,1.0,0.014
LIPNet,DP04370,0.5,0.161,0.193,0.277,0.49,0.0,1.0,1.0,0.0,0.0,-0.839,0.0,0.161,0.0,1.0,0.014
LIPNet,DP04371,0.5,0.114,0.139,0.205,0.391,0.0,1.0,1.0,0.0,0.0,-0.886,0.0,0.114,0.0,1.0,0.014
LIPNet,DP04372,0.501,0.125,0.152,0.222,0.417,0.0,0.0,0.997,0.003,0.019,0.125,1.0,0.125,0.003,1.0,0.014
LIPNet,DP04373,0.5,0.043,0.053,0.082,0.183,0.0,1.0,1.0,0.0,0.0,-0.957,0.0,0.043,0.0,1.0,0.014
LIPNet,DP04375,0.5,0.101,0.123,0.183,0.36,0.0,1.0,1.0,0.0,0.0,-0.899,0.0,0.101,0.0,1.0,0.014
LIPNet,DP04376,0.5,0.143,0.173,0.25,0.455,0.0,1.0,1.0,0.0,0.0,-0.857,0.0,0.143,0.0,1.0,0.014
LIPNet,DP04377,0.5,0.068,0.084,0.127,0.267,0.0,1.0,1.0,0.0,0.0,-0.932,0.0,0.068,0.0,1.0,0.014
LIPNet,DP04378,0.5,0.288,0.336,0.447,0.669,0.0,1.0,1.0,0.0,0.0,-0.712,0.0,0.288,0.0,1.0,0.014
LIPNet,DP04379,0.5,0.452,0.508,0.623,0.805,0.0,1.0,1.0,0.0,0.0,-0.548,0.0,0.452,0.0,1.0,0.014
LIPNet,DP04380,0.502,0.065,0.08,0.122,0.258,0.0,0.0,0.996,0.004,0.016,0.065,1.0,0.065,0.004,1.0,0.014
LIPNet,DP04381,0.5,0.463,0.519,0.633,0.812,0.0,1.0,1.0,0.0,0.0,-0.537,0.0,0.463,0.0,1.0,0.014
LIPNet,DP04383,0.5,0.032,0.04,0.062,0.142,0.0,1.0,1.0,0.0,0.0,-0.968,0.0,0.032,0.0,1.0,0.014
LIPNet,DP04384,0.5,0.053,0.065,0.101,0.219,0.0,1.0,1.0,0.0,0.0,-0.947,0.0,0.053,0.0,1.0,0.014
LIPNet,DP04385,0.5,0.068,0.084,0.127,0.267,0.0,1.0,1.0,0.0,0.0,-0.932,0.0,0.068,0.0,1.0,0.014
LIPNet,DP04386,0.513,0.03,0.037,0.058,0.134,0.0,0.0,0.974,0.026,0.028,0.03,1.0,0.03,0.026,1.0,0.014
LIPNet,DP04387,0.502,0.021,0.026,0.041,0.097,0.0,0.0,0.995,0.005,0.01,0.021,1.0,0.021,0.005,1.0,0.014
LIPNet,DP04388,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04390,0.5,0.111,0.135,0.2,0.384,0.0,1.0,1.0,0.0,0.0,-0.889,0.0,0.111,0.0,1.0,0.014
LIPNet,DP04391,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04392,0.5,0.141,0.17,0.247,0.451,0.0,1.0,1.0,0.0,0.0,-0.859,0.0,0.141,0.0,1.0,0.014
LIPNet,DP04393,0.5,0.148,0.178,0.258,0.465,0.0,1.0,1.0,0.0,0.0,-0.852,0.0,0.148,0.0,1.0,0.014
LIPNet,DP04394,0.5,0.119,0.144,0.213,0.403,0.0,1.0,1.0,0.0,0.0,-0.881,0.0,0.119,0.0,1.0,0.014
LIPNet,DP04395,0.5,0.394,0.448,0.565,0.765,0.0,1.0,1.0,0.0,0.0,-0.606,0.0,0.394,0.0,1.0,0.014
LIPNet,DP04396,0.5,0.049,0.061,0.093,0.205,0.0,1.0,1.0,0.0,0.0,-0.951,0.0,0.049,0.0,1.0,0.014
LIPNet,DP04397,0.5,0.013,0.016,0.026,0.062,0.0,1.0,1.0,0.0,0.0,-0.987,0.0,0.013,0.0,1.0,0.014
LIPNet,DP04398,0.501,0.399,0.454,0.57,0.768,0.0,0.0,0.999,0.001,0.024,0.399,1.0,0.399,0.001,1.0,0.014
LIPNet,DP04399,0.5,0.28,0.327,0.438,0.66,0.0,1.0,1.0,0.0,0.0,-0.72,0.0,0.28,0.0,1.0,0.014
LIPNet,DP04401,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.014
LIPNet,DP04416,0.5,0.33,0.381,0.496,0.711,0.0,1.0,1.0,0.0,0.0,-0.67,0.0,0.33,0.0,1.0,0.014
AlphaFold-rsa,DP02732,0.947,0.852,0.878,0.92,0.966,0.0,0.0,0.105,0.895,0.873,0.852,1.0,0.852,0.895,1.0,0.551
AlphaFold-rsa,DP03745,0.814,0.629,0.894,0.772,0.679,0.371,0.131,0.0,0.629,0.739,0.869,0.869,1.0,1.0,0.629,0.551
AlphaFold-rsa,DP03748,0.875,0.75,0.938,0.857,0.789,0.25,0.018,0.0,0.75,0.858,0.982,0.982,1.0,1.0,0.75,0.551
AlphaFold-rsa,DP03749,0.909,0.818,0.957,0.9,0.849,0.182,0.008,0.0,0.818,0.901,0.992,0.992,1.0,1.0,0.818,0.551
AlphaFold-rsa,DP03758,0.983,0.975,0.98,0.987,0.995,0.0,0.0,0.035,0.965,0.97,0.975,1.0,0.975,0.965,1.0,0.551
AlphaFold-rsa,DP03759,0.856,0.711,0.925,0.831,0.755,0.289,0.085,0.0,0.711,0.807,0.915,0.915,1.0,1.0,0.711,0.551
AlphaFold-rsa,DP03802,0.94,0.88,0.973,0.936,0.902,0.12,0.066,0.0,0.88,0.907,0.934,0.934,1.0,1.0,0.88,0.551
AlphaFold-rsa,DP03803,0.961,0.457,0.513,0.627,0.808,0.0,0.0,0.078,0.922,0.649,0.457,1.0,0.457,0.922,1.0,0.551
AlphaFold-rsa,DP03804,0.907,0.954,0.963,0.976,0.99,0.0,0.0,0.186,0.814,0.881,0.954,1.0,0.954,0.814,1.0,0.551
AlphaFold-rsa,DP03806,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03810,0.885,0.769,0.943,0.869,0.806,0.231,0.005,0.0,0.769,0.875,0.995,0.995,1.0,1.0,0.769,0.551
AlphaFold-rsa,DP03812,0.498,0.0,0.0,0.0,0.0,1.0,0.041,0.003,-0.003,-0.012,-0.041,0.959,0.0,0.997,0.0,0.551
AlphaFold-rsa,DP03813,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551
AlphaFold-rsa,DP03814,0.991,0.8,0.833,0.889,0.952,0.0,0.0,0.019,0.981,0.886,0.8,1.0,0.8,0.981,1.0,0.551
AlphaFold-rsa,DP03815,0.996,0.88,0.902,0.936,0.973,0.0,0.0,0.009,0.991,0.934,0.88,1.0,0.88,0.991,1.0,0.551
AlphaFold-rsa,DP03818,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03819,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03824,0.944,0.884,0.97,0.939,0.91,0.109,0.034,0.002,0.889,0.923,0.958,0.966,0.992,0.998,0.891,0.551
AlphaFold-rsa,DP03826,0.947,0.894,0.977,0.944,0.913,0.106,0.025,0.0,0.894,0.933,0.975,0.975,1.0,1.0,0.894,0.551
AlphaFold-rsa,DP03888,0.938,0.583,0.636,0.737,0.875,0.0,0.0,0.123,0.877,0.715,0.583,1.0,0.583,0.877,1.0,0.551
AlphaFold-rsa,DP03897,0.989,0.857,0.882,0.923,0.968,0.0,0.0,0.023,0.977,0.915,0.857,1.0,0.857,0.977,1.0,0.551
AlphaFold-rsa,DP03898,0.55,0.077,0.147,0.143,0.139,0.864,0.041,0.037,0.099,0.104,0.109,0.959,0.15,0.963,0.136,0.551
AlphaFold-rsa,DP03909,0.525,0.05,0.208,0.095,0.062,0.95,0.051,0.0,0.05,0.218,0.949,0.949,1.0,1.0,0.05,0.551
AlphaFold-rsa,DP03912,0.682,0.364,0.741,0.534,0.417,0.636,0.033,0.0,0.364,0.593,0.967,0.967,1.0,1.0,0.364,0.551
AlphaFold-rsa,DP03913,0.949,0.483,0.539,0.651,0.824,0.0,0.0,0.101,0.899,0.659,0.483,1.0,0.483,0.899,1.0,0.551
AlphaFold-rsa,DP03914,0.5,0.814,0.845,0.897,0.956,0.0,1.0,1.0,0.0,0.0,-0.186,0.0,0.814,0.0,1.0,0.551
AlphaFold-rsa,DP03915,0.904,0.643,0.763,0.783,0.803,0.182,0.006,0.01,0.808,0.775,0.744,0.994,0.75,0.99,0.818,0.551
AlphaFold-rsa,DP03916,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03920,0.5,0.5,0.833,0.667,0.556,0.5,1.0,,,0.0,0.0,0.0,1.0,,0.5,0.551
AlphaFold-rsa,DP03921,0.905,0.81,0.955,0.895,0.842,0.19,0.032,0.0,0.81,0.885,0.968,0.968,1.0,1.0,0.81,0.551
AlphaFold-rsa,DP03923,0.056,0.056,0.229,0.106,0.069,0.944,1.0,,,0.0,0.0,0.0,1.0,,0.056,0.551
AlphaFold-rsa,DP03927,0.598,0.197,0.551,0.329,0.235,0.803,0.533,0.0,0.197,0.303,0.467,0.467,1.0,1.0,0.197,0.551
AlphaFold-rsa,DP03929,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03930,0.656,0.656,0.905,0.792,0.704,0.344,1.0,,,0.0,0.0,0.0,1.0,,0.656,0.551
AlphaFold-rsa,DP03931,0.5,0.844,0.871,0.915,0.964,0.0,1.0,1.0,0.0,0.0,-0.156,0.0,0.844,0.0,1.0,0.551
AlphaFold-rsa,DP03933,0.955,0.921,0.968,0.959,0.951,0.055,0.071,0.034,0.911,0.907,0.903,0.929,0.974,0.966,0.945,0.551
AlphaFold-rsa,DP03934,0.971,0.943,0.988,0.971,0.954,0.057,0.078,0.0,0.943,0.932,0.922,0.922,1.0,1.0,0.943,0.551
AlphaFold-rsa,DP03935,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03937,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03938,0.632,0.632,0.896,0.775,0.682,0.368,1.0,,,0.0,0.0,0.0,1.0,,0.632,0.551
AlphaFold-rsa,DP03939,0.806,0.488,0.649,0.656,0.662,0.333,0.05,0.054,0.613,0.604,0.595,0.95,0.645,0.946,0.667,0.551
AlphaFold-rsa,DP03940,0.807,0.571,0.804,0.727,0.664,0.373,0.049,0.013,0.614,0.708,0.816,0.951,0.865,0.987,0.627,0.551
AlphaFold-rsa,DP03941,0.682,0.786,0.821,0.88,0.948,0.0,0.0,0.636,0.364,0.535,0.786,1.0,0.786,0.364,1.0,0.551
AlphaFold-rsa,DP03942,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.551
AlphaFold-rsa,DP03943,0.499,0.0,0.0,0.0,0.0,1.0,0.024,0.002,-0.002,-0.008,-0.024,0.976,0.0,0.998,0.0,0.551
AlphaFold-rsa,DP03947,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
AlphaFold-rsa,DP03948,0.905,0.677,0.761,0.807,0.859,0.102,0.029,0.088,0.81,0.755,0.704,0.971,0.733,0.912,0.898,0.551
AlphaFold-rsa,DP03950,0.842,0.324,0.375,0.489,0.706,0.0,0.0,0.316,0.684,0.471,0.324,1.0,0.324,0.684,1.0,0.551
AlphaFold-rsa,DP03951,0.908,0.632,0.682,0.775,0.896,0.0,0.0,0.183,0.817,0.719,0.632,1.0,0.632,0.817,1.0,0.551
AlphaFold-rsa,DP03972,0.604,0.105,0.166,0.19,0.222,0.75,0.023,0.041,0.209,0.164,0.13,0.977,0.153,0.959,0.25,0.551
AlphaFold-rsa,DP03973,0.939,0.266,0.315,0.42,0.63,0.056,0.002,0.067,0.877,0.485,0.268,0.998,0.27,0.933,0.944,0.551
AlphaFold-rsa,DP03974,0.985,0.866,0.89,0.928,0.97,0.0,0.0,0.03,0.97,0.917,0.866,1.0,0.866,0.97,1.0,0.551
AlphaFold-rsa,DP03978,0.452,0.0,0.0,0.0,0.0,1.0,0.021,0.097,-0.097,-0.045,-0.021,0.979,0.0,0.903,0.0,0.551
AlphaFold-rsa,DP03979,0.896,0.896,0.977,0.945,0.915,0.104,1.0,,,0.0,0.0,0.0,1.0,,0.896,0.551
AlphaFold-rsa,DP03980,0.913,0.913,0.981,0.955,0.929,0.087,1.0,,,0.0,0.0,0.0,1.0,,0.913,0.551
AlphaFold-rsa,DP03982,1.0,1.0,1.0,1.0,1.0,0.0,1.0,,,0.0,0.0,0.0,1.0,,1.0,0.551
